X,Y,recordID,species,year,eventDate,countryCode,stateProvince,locality,dataset
-76.20264,4.79403,3118570234,Herpailurus yagouaroundi,2017,2017/04/28 00:00:00+00,CO,Valle del Cauca,RNSC Buenos Aires,occurrencePoints_GBIF
-55.22073,4.91675,2427482216,Herpailurus yagouaroundi,2017,2017/05/18 07:01:21+00,SR,Brokopondo,PP 2.8 L | PP 2.8 R,occurrencePoints_GBIF
-88.596282,14.56913,1668835976,Herpailurus yagouaroundi,2017,2017/06/13 05:59:00+00,HN,Lempira,,occurrencePoints_GBIF
-55.22073,4.91675,2427483520,Herpailurus yagouaroundi,2017,2017/06/18 13:35:43+00,SR,Brokopondo,PP 2.8 L | PP 2.8 R,occurrencePoints_GBIF
-75.788999,4.361132,1640038942,Herpailurus yagouaroundi,2017,2017/06/21 18:07:33+00,CO,Quindío,,occurrencePoints_GBIF
-73.84194,3.82916,3118575876,Herpailurus yagouaroundi,2017,2017/06/23 00:00:00+00,CO,Meta,"La Central, Finca La Rosanía",occurrencePoints_GBIF
-55.18997,4.94075,2427480687,Herpailurus yagouaroundi,2017,2017/07/01 14:52:09+00,SR,Brokopondo,MW2 L,occurrencePoints_GBIF
-55.18555,4.94779,2427481915,Herpailurus yagouaroundi,2017,2017/07/13 08:25:30+00,SR,Brokopondo,MW1 R,occurrencePoints_GBIF
-40.382778,-19.858333,2812933316,Herpailurus yagouaroundi,2017,2017/07/17 00:00:00+00,BR,Espírito Santo,"BR-101, Km 218/Sul. Rodovia Governador Mário Covas, próximo a entrada para o Mosteiro Zen Budista.",occurrencePoints_GBIF
-88.540065,13.604922,2609190685,Herpailurus yagouaroundi,2017,2017/07/31 10:50:00+00,SV,Usulután,,occurrencePoints_GBIF
-61.013634,-30.772245,1950010792,Herpailurus yagouaroundi,2017,2017/08/27 00:00:00+00,AR,Santa Fe,,occurrencePoints_GBIF
-76.82875,3.64118,1913317223,Herpailurus yagouaroundi,2017,2017/09/10 00:00:00+00,CO,Valle del Cauca,Llano Bajo,occurrencePoints_GBIF
-75.02936,5.48111,3118582704,Herpailurus yagouaroundi,2017,2017/09/10 00:00:00+00,CO,Caldas,PNN Selva de Florencia,occurrencePoints_GBIF
-75.029361,5.481111,2237830877,Herpailurus yagouaroundi,2017,2017/09/10 00:00:00+00,CO,Caldas,Parque Nacional Natural Selva de Florencia,occurrencePoints_GBIF
-76.83444,3.62519,1913317290,Herpailurus yagouaroundi,2017,2017/09/12 00:00:00+00,CO,Valle del Cauca,El Danubio,occurrencePoints_GBIF
-58.14625,-25.166822,1920836278,Herpailurus yagouaroundi,2017,2017/09/14 00:00:00+00,AR,Formosa,,occurrencePoints_GBIF
-75.26952,10.638616,3019052030,Herpailurus yagouaroundi,2017,2017/09/16 00:00:00+00,CO,Bolívar,El Socorro,occurrencePoints_GBIF
-58.695981,4.644243,2620197321,Herpailurus yagouaroundi,2017,2017/09/24 00:00:00+00,GY,Potaro-Siparuni,,occurrencePoints_GBIF
-74.992866,10.696077,3019066217,Herpailurus yagouaroundi,2017,2017/09/24 00:00:00+00,CO,Atlántico,Sabanagato Parcela 18,occurrencePoints_GBIF
-74.888355,10.79916,3019066229,Herpailurus yagouaroundi,2017,2017/09/24 00:00:00+00,CO,Atlántico,"Predios (Baranoa), Alta Mira",occurrencePoints_GBIF
-75.07805,10.681603,3019065774,Herpailurus yagouaroundi,2017,2017/09/25 00:00:00+00,CO,Atlántico,Corregimiento Arroyo de Piedra,occurrencePoints_GBIF
-75.093077,10.685622,3019066255,Herpailurus yagouaroundi,2017,2017/09/25 00:00:00+00,CO,Atlántico,Corregimiento Arroyo de Piedra,occurrencePoints_GBIF
-74.883071,10.812098,3019065855,Herpailurus yagouaroundi,2017,2017/10/01 00:00:00+00,CO,Atlántico,"Predios (Baranoa), Villa Gloria",occurrencePoints_GBIF
-74.888409,10.785561,3019065877,Herpailurus yagouaroundi,2017,2017/10/03 00:00:00+00,CO,Atlántico,Predios (Baranoa),occurrencePoints_GBIF
-75.189814,10.686383,3019065672,Herpailurus yagouaroundi,2017,2017/10/04 00:00:00+00,CO,Atlántico,San Benito San Martin,occurrencePoints_GBIF
-70.05659,-3.84331,3118576653,Herpailurus yagouaroundi,2017,2017/10/05 00:00:00+00,CO,Amazonas,Bosque amazónico al norte del casco urbano,occurrencePoints_GBIF
-75.295444,10.566896,3019066368,Herpailurus yagouaroundi,2017,2017/10/05 00:00:00+00,CO,Bolívar,"Buenos Aires, Las Brisas",occurrencePoints_GBIF
-76.21309,4.73602,3118570236,Herpailurus yagouaroundi,2017,2017/10/09 00:00:00+00,CO,Valle del Cauca,Finca AgroecolÑgica El Porvenir,occurrencePoints_GBIF
-76.34972,1.79711,3118573520,Herpailurus yagouaroundi,2017,2017/10/14 00:00:00+00,CO,Huila,,occurrencePoints_GBIF
-56.717172,-17.312176,1945446547,Herpailurus yagouaroundi,2017,2017/10/16 08:11:00+00,BR,Mato Grosso,,occurrencePoints_GBIF
-73.83671,3.83994,3118575942,Herpailurus yagouaroundi,2017,2017/10/26 00:00:00+00,CO,Meta,"La Central, Finca La Rosanía",occurrencePoints_GBIF
-98.947222,22.187778,2629795019,Herpailurus yagouaroundi,2017,2017/10/30 00:00:00+00,MX,San luis potosi,Rodeo,occurrencePoints_GBIF
-98.940555,22.203333,2629799658,Herpailurus yagouaroundi,2017,2017/11/11 00:00:00+00,MX,San luis potosi,Los Patos,occurrencePoints_GBIF
-76.98766,3.96411,1913317147,Herpailurus yagouaroundi,2017,2017/12/15 00:00:00+00,CO,Valle del Cauca,Bajo Calima,occurrencePoints_GBIF
-77.06674,4.00691,1913316812,Herpailurus yagouaroundi,2017,2017/12/15 00:00:00+00,CO,Valle del Cauca,Bajo Calima,occurrencePoints_GBIF
-77.02645,3.99387,1913316973,Herpailurus yagouaroundi,2017,2017/12/25 00:00:00+00,CO,Valle del Cauca,Bajo Calima,occurrencePoints_GBIF
-74.210861,6.805333,1948752946,Herpailurus yagouaroundi,2018,2018/01/03 11:52:00+00,CO,Antioquia,,occurrencePoints_GBIF
-77.0811,4.03986,1913317101,Herpailurus yagouaroundi,2018,2018/01/08 00:00:00+00,CO,Valle del Cauca,Bajo Calima,occurrencePoints_GBIF
-77.06624,4.01948,1913317237,Herpailurus yagouaroundi,2018,2018/01/17 00:00:00+00,CO,Valle del Cauca,Bajo Calima,occurrencePoints_GBIF
-76.2376,4.75819,3118570230,Herpailurus yagouaroundi,2018,2018/02/11 00:00:00+00,CO,Valle del Cauca,Finca Nàpoles,occurrencePoints_GBIF
-69.61397,-2.16035,3118569121,Herpailurus yagouaroundi,2018,2018/03/20 00:00:00+00,CO,Amazonas,"Sector Puerto Franco, PNN Río Puré",occurrencePoints_GBIF
-69.62657,-2.13505,3118569078,Herpailurus yagouaroundi,2018,2018/03/25 00:00:00+00,CO,Amazonas,"Sector Puerto Franco, PNN Río Puré",occurrencePoints_GBIF
-74.75056,1.37111,3118581174,Herpailurus yagouaroundi,2018,2018/04/07 00:00:00+00,CO,Caquetá,,occurrencePoints_GBIF
-106.657742,23.707042,2629777553,Herpailurus yagouaroundi,2018,2018/04/17 00:00:00+00,MX,Sinaloa,"APFF Meseta de Cacaxtla, aguaje de Tolosa",occurrencePoints_GBIF
-106.657742,23.707042,2629777182,Herpailurus yagouaroundi,2018,2018/04/22 00:00:00+00,MX,Sinaloa,"APFF Meseta de Cacaxtla, aguaje de Tolosa",occurrencePoints_GBIF
-75.184389,9.945623,2907784761,Herpailurus yagouaroundi,2018,2018/05/12 00:00:00+00,CO,Bolívar,Vereda El Jobo,occurrencePoints_GBIF
-75.153345,9.967223,2907784709,Herpailurus yagouaroundi,2018,2018/05/12 00:00:00+00,CO,Bolívar,Vereda La Haya,occurrencePoints_GBIF
-75.115722,10.016279,2907785067,Herpailurus yagouaroundi,2018,2018/05/13 00:00:00+00,CO,Bolívar,Vereda Botijuela,occurrencePoints_GBIF
-75.102971,10.018032,2907784326,Herpailurus yagouaroundi,2018,2018/05/13 00:00:00+00,CO,Bolívar,Vereda Botijuela,occurrencePoints_GBIF
-75.095167,10.046215,2907785229,Herpailurus yagouaroundi,2018,2018/05/13 00:00:00+00,CO,Bolívar,Vereda Manizales,occurrencePoints_GBIF
-75.0791,9.87527,2907785208,Herpailurus yagouaroundi,2018,2018/05/14 00:00:00+00,CO,Bolívar,Vereda Cañito,occurrencePoints_GBIF
-75.08165,9.88252,2907784664,Herpailurus yagouaroundi,2018,2018/05/14 00:00:00+00,CO,Bolívar,Vereda Cañito,occurrencePoints_GBIF
-75.08032,9.88342,2907785281,Herpailurus yagouaroundi,2018,2018/05/14 00:00:00+00,CO,Bolívar,Vereda Cañito,occurrencePoints_GBIF
-75.05953,9.92243,2907784601,Herpailurus yagouaroundi,2018,2018/05/14 00:00:00+00,CO,Bolívar,Vereda Cañito,occurrencePoints_GBIF
-75.32374,9.56955,2907784838,Herpailurus yagouaroundi,2018,2018/05/16 00:00:00+00,CO,Sucre,Vereda Ojo de agua,occurrencePoints_GBIF
-75.33245,9.57601,2907784810,Herpailurus yagouaroundi,2018,2018/05/16 00:00:00+00,CO,Sucre,Vereda La Montaña,occurrencePoints_GBIF
-75.33255,9.54116,2907784696,Herpailurus yagouaroundi,2018,2018/05/18 00:00:00+00,CO,Sucre,Vereda La Estación,occurrencePoints_GBIF
-75.33395,9.63216,2907785283,Herpailurus yagouaroundi,2018,2018/05/18 00:00:00+00,CO,Bolívar,Vereda El Tesoro,occurrencePoints_GBIF
-88.503789,17.347685,1850928126,Herpailurus yagouaroundi,2018,2018/06/04 12:48:00+00,BZ,Belize,,occurrencePoints_GBIF
-88.500641,17.326141,1850926743,Herpailurus yagouaroundi,2018,2018/06/04 14:44:00+00,BZ,Belize,,occurrencePoints_GBIF
-72.917518,-3.257878,3118339686,Herpailurus yagouaroundi,2018,2018/06/16 08:12:00+00,PE,Loreto,,occurrencePoints_GBIF
-73.403376,7.104182,1914246755,Herpailurus yagouaroundi,2018,2018/07/07 17:13:09+00,CO,Santander,,occurrencePoints_GBIF
-76.25865,1.689156,1913702217,Herpailurus yagouaroundi,2018,2018/07/10 00:00:00+00,CO,Huila,,occurrencePoints_GBIF
-75.352364,9.507456,2907784997,Herpailurus yagouaroundi,2018,2018/07/27 00:00:00+00,CO,Sucre,Vereda La Esmeralda,occurrencePoints_GBIF
-75.361897,9.526605,2907785038,Herpailurus yagouaroundi,2018,2018/07/27 00:00:00+00,CO,Sucre,Vereda El Jorro,occurrencePoints_GBIF
-75.33023,9.640156,2907784351,Herpailurus yagouaroundi,2018,2018/07/27 00:00:00+00,CO,Bolívar,Vereda El Tesoro,occurrencePoints_GBIF
-75.306278,9.561361,2907784492,Herpailurus yagouaroundi,2018,2018/07/29 00:00:00+00,CO,Sucre,Corregimiento La Ceiba,occurrencePoints_GBIF
-75.347979,9.580031,2907785142,Herpailurus yagouaroundi,2018,2018/09/26 00:00:00+00,CO,Sucre,Vereda Cerro Grande,occurrencePoints_GBIF
-75.379222,9.589167,2907785185,Herpailurus yagouaroundi,2018,2018/09/27 00:00:00+00,CO,Sucre,El Cerro,occurrencePoints_GBIF
-75.34388,9.60815,2907784481,Herpailurus yagouaroundi,2018,2018/09/27 00:00:00+00,CO,Sucre,Vereda Guacamayas,occurrencePoints_GBIF
-75.335928,9.581401,2907784988,Herpailurus yagouaroundi,2018,2018/09/28 00:00:00+00,CO,Sucre,Vereda El Canal,occurrencePoints_GBIF
-75.15095,9.92649,2907784864,Herpailurus yagouaroundi,2018,2018/09/28 00:00:00+00,CO,Bolívar,Vereda Páramo,occurrencePoints_GBIF
-75.351794,9.50242,2907784498,Herpailurus yagouaroundi,2018,2018/09/30 00:00:00+00,CO,Sucre,Vereda El Jorro,occurrencePoints_GBIF
-88.464996,15.296945,1935600038,Herpailurus yagouaroundi,2018,2018/11/03 16:12:51+00,HN,Santa Bárbara,,occurrencePoints_GBIF
-60.904563,-30.594709,1950017281,Herpailurus yagouaroundi,2018,2018/12/07 00:00:00+00,AR,Santa Fe,,occurrencePoints_GBIF
-74.678578,6.069502,1986534622,Herpailurus yagouaroundi,2018,2018/12/09 10:51:00+00,CO,Antioquia,,occurrencePoints_GBIF
-51.7793,-26.513874,2634609215,Herpailurus yagouaroundi,2018,2018/12/12 06:55:00+00,BR,Paraná,,occurrencePoints_GBIF
-78.116674,8.618503,3067879792,Herpailurus yagouaroundi,2019,2019/01/05 16:34:00+00,PA,Darién,,occurrencePoints_GBIF
-73.74837,7.08129,3333758384,Herpailurus yagouaroundi,2019,2019/01/26 00:00:00+00,CO,Santander,Centro de Investigaciones Santa Lucía - km 14 vía Bucaramanga,occurrencePoints_GBIF
-80.758257,-1.519416,2242941059,Herpailurus yagouaroundi,2019,2019/03/16 00:00:00+00,EC,Manabi,,occurrencePoints_GBIF
-73.75146,7.07699,3333758710,Herpailurus yagouaroundi,2019,2019/04/07 00:00:00+00,CO,Santander,Centro de Investigaciones Santa Lucía - km 14 vía Bucaramanga,occurrencePoints_GBIF
-59.940573,-3.005624,2242855980,Herpailurus yagouaroundi,2019,2019/04/28 00:00:00+00,BR,Amazonas,,occurrencePoints_GBIF
-86.989926,13.999601,2529269991,Herpailurus yagouaroundi,2019,2019/06/21 12:47:00+00,HN,Francisco Morazán,,occurrencePoints_GBIF
-88.579971,15.743253,2868130123,Herpailurus yagouaroundi,2019,2019/07/08 11:10:44+00,GT,Izabal,,occurrencePoints_GBIF
-71.451364,-13.015004,2988452038,Herpailurus yagouaroundi,2019,2019/07/13 08:19:00+00,PE,Cusco,,occurrencePoints_GBIF
-61.114973,-18.772979,2596454439,Herpailurus yagouaroundi,2019,2019/07/24 20:21:00+00,BO,Santa Cruz,,occurrencePoints_GBIF
-75.152609,9.957948,2907783574,Herpailurus yagouaroundi,2019,2019/08/21 00:00:00+00,CO,Bolívar,Raicero,occurrencePoints_GBIF
-75.9825,1.46306,3118580079,Herpailurus yagouaroundi,2019,2019/09/11 00:00:00+00,CO,Caquetá,PNN Alto Fragua indi wasi,occurrencePoints_GBIF
-75.99861,1.48417,3118580261,Herpailurus yagouaroundi,2019,2019/09/11 00:00:00+00,CO,Caquetá,PNN Alto Fragua indi wasi,occurrencePoints_GBIF
-84.341278,10.030406,2423083340,Herpailurus yagouaroundi,2019,2019/09/12 21:57:27+00,CR,Alajuela,,occurrencePoints_GBIF
-65.064256,-32.004849,2429561434,Herpailurus yagouaroundi,2019,2019/09/14 17:48:00+00,AR,Córdoba,,occurrencePoints_GBIF
-75.85139,1.51694,3118579555,Herpailurus yagouaroundi,2019,2019/09/22 00:00:00+00,CO,Caquetá,,occurrencePoints_GBIF
-60.944825,-18.678165,2836269967,Herpailurus yagouaroundi,2019,2019/09/23 00:00:00+00,BO,,Bolivia - Charagua (Santa Cruz),occurrencePoints_GBIF
-75.008292,6.103328,3118572299,Herpailurus yagouaroundi,2019,2019/10/01 00:00:00+00,CO,Antioquia,Vereda San Antonio,occurrencePoints_GBIF
-75.99278,1.47806,3118580289,Herpailurus yagouaroundi,2019,2019/10/10 00:00:00+00,CO,Caquetá,PNN Alto Fragua indi wasi,occurrencePoints_GBIF
-75.86944,1.48528,3118579425,Herpailurus yagouaroundi,2019,2019/10/18 00:00:00+00,CO,Caquetá,,occurrencePoints_GBIF
-72.56785,11.108639,2821229739,Herpailurus yagouaroundi,2019,2019/10/19 00:00:00+00,CO,La Guajira,"Albania, Arroyo Tabaco",occurrencePoints_GBIF
-72.563474,11.110899,2821229756,Herpailurus yagouaroundi,2019,2019/10/19 00:00:00+00,CO,La Guajira,"Hatonuevo, Arroyo Tabaco",occurrencePoints_GBIF
-72.615311,11.152984,2821230617,Herpailurus yagouaroundi,2019,2019/10/21 00:00:00+00,CO,La Guajira,"Albania, Mushaiza",occurrencePoints_GBIF
-72.569324,11.107416,2821230654,Herpailurus yagouaroundi,2019,2019/10/23 00:00:00+00,CO,La Guajira,"Hatonuevo, Arroyo Tabaco",occurrencePoints_GBIF
-75.99,1.46194,3118580317,Herpailurus yagouaroundi,2019,2019/10/24 00:00:00+00,CO,Caquetá,PNN Alto Fragua indi wasi,occurrencePoints_GBIF
-76.24306,1.13389,3118580266,Herpailurus yagouaroundi,2019,2019/10/29 00:00:00+00,CO,Caquetá,Resguardo indígena San Miguel,occurrencePoints_GBIF
-73.3174,11.27022,3118573350,Herpailurus yagouaroundi,2019,2019/11/01 00:00:00+00,CO,La Guajira,Jaba Tañiwashkaka,occurrencePoints_GBIF
-75.98222,1.48083,3118579291,Herpailurus yagouaroundi,2019,2019/11/03 00:00:00+00,CO,Caquetá,PNN Alto Fragua indi wasi,occurrencePoints_GBIF
-88.61224,14.694314,2456537135,Herpailurus yagouaroundi,2019,2019/11/08 14:40:00+00,HN,Lempira,,occurrencePoints_GBIF
-78.905587,0.26739,2557817300,Herpailurus yagouaroundi,2019,2019/11/08 16:30:00+00,EC,Imbabura,,occurrencePoints_GBIF
-73.10011,6.02039,3118578717,Herpailurus yagouaroundi,2019,2019/11/14 00:00:00+00,CO,Santander,Guanentá Alto Río Fonce,occurrencePoints_GBIF
-72.574338,11.076189,3343660873,Herpailurus yagouaroundi,2019,2019/11/19 00:00:00+00,CO,La Guajira,Sector La Estrella,occurrencePoints_GBIF
-73.23486,11.21957,3118575011,Herpailurus yagouaroundi,2019,2019/12/03 00:00:00+00,CO,La Guajira,Mariamina,occurrencePoints_GBIF
-73.31202,11.22899,3118574461,Herpailurus yagouaroundi,2019,2019/12/03 00:00:00+00,CO,La Guajira,Casa Blanca,occurrencePoints_GBIF
-73.31583,11.26073,3118573247,Herpailurus yagouaroundi,2019,2019/12/03 00:00:00+00,CO,La Guajira,La Esperanza,occurrencePoints_GBIF
-73.26782,11.17706,3118575424,Herpailurus yagouaroundi,2019,2019/12/04 00:00:00+00,CO,La Guajira,Pozo Azul,occurrencePoints_GBIF
-73.21471,11.21943,3118575037,Herpailurus yagouaroundi,2019,2019/12/04 00:00:00+00,CO,La Guajira,Campano viejo,occurrencePoints_GBIF
-73.29629,11.20259,3118573882,Herpailurus yagouaroundi,2019,2019/12/06 00:00:00+00,CO,La Guajira,El Noni,occurrencePoints_GBIF
-73.31492,11.21169,3118574305,Herpailurus yagouaroundi,2019,2019/12/06 00:00:00+00,CO,La Guajira,Chingalé,occurrencePoints_GBIF
-83.099855,8.591587,2860227524,Herpailurus yagouaroundi,2019,2019/12/07 09:22:14+00,CR,Puntarenas,,occurrencePoints_GBIF
-73.10011,6.02039,3118578713,Herpailurus yagouaroundi,2019,2019/12/22 00:00:00+00,CO,Santander,Guanentá Alto Río Fonce,occurrencePoints_GBIF
-76.357492,3.935436,3081063720,Herpailurus yagouaroundi,2019,2019/12/30 00:00:00+00,CO,Valle del Cauca,Hacienda Chimbilaco,occurrencePoints_GBIF
-76.357492,3.935436,3081063721,Herpailurus yagouaroundi,2020,2020/01/11 00:00:00+00,CO,Valle del Cauca,Hacienda Chimbilaco,occurrencePoints_GBIF
-73.10011,6.02039,3118578711,Herpailurus yagouaroundi,2020,2020/01/20 00:00:00+00,CO,Santander,Guanentá Alto Río Fonce,occurrencePoints_GBIF
-67.74918,6.12846,3118585971,Herpailurus yagouaroundi,2020,2020/01/31 00:00:00+00,CO,Vichada,"0.09 km SW del Río Bita, vereda Puerto Carreño, municipio Puerto Carreño, departamento Vichada, Colombia",occurrencePoints_GBIF
-76.793941,0.885808,3395112748,Herpailurus yagouaroundi,2020,2020/02/18 00:00:00+00,CO,Putumayo,,occurrencePoints_GBIF
-75.105972,9.927972,3118586262,Herpailurus yagouaroundi,2020,2020/02/21 00:00:00+00,CO,Bolívar,SFF Los Colorados,occurrencePoints_GBIF
-76.793941,0.885808,3395112670,Herpailurus yagouaroundi,2020,2020/02/22 00:00:00+00,CO,Putumayo,,occurrencePoints_GBIF
-88.620764,14.56474,2609229254,Herpailurus yagouaroundi,2020,2020/04/16 18:13:17+00,HN,Lempira,,occurrencePoints_GBIF
-88.023442,13.61753,2609129902,Herpailurus yagouaroundi,2020,2020/04/18 05:50:00+00,SV,Morazán,,occurrencePoints_GBIF
-86.51233,11.866396,2610941466,Herpailurus yagouaroundi,2020,2020/04/24 14:22:11+00,NI,Managua,,occurrencePoints_GBIF
-89.19485,13.643344,2611269404,Herpailurus yagouaroundi,2020,2020/04/24 16:39:09+00,SV,San Salvador,,occurrencePoints_GBIF
-59.639278,-30.75897,3039159892,Herpailurus yagouaroundi,2020,2020/05/03 09:09:00+00,AR,Entre Ríos,,occurrencePoints_GBIF
-88.788712,14.850225,2626512477,Herpailurus yagouaroundi,2020,2020/05/13 16:30:00+00,HN,Copán,,occurrencePoints_GBIF
-85.672184,10.978781,2901698718,Herpailurus yagouaroundi,2020,2020/05/14 17:11:00+00,CR,Guanacaste,,occurrencePoints_GBIF
-80.159082,-0.079975,2802584952,Herpailurus yagouaroundi,2020,2020/05/20 00:00:00+00,EC,Manabi,,occurrencePoints_GBIF
-48.227205,-21.892383,2814078743,Herpailurus yagouaroundi,2020,2020/06/28 07:47:00+00,BR,São Paulo,,occurrencePoints_GBIF
-87.119697,14.133865,2826433164,Herpailurus yagouaroundi,2020,2020/08/01 00:00:00+00,HN,Francisco Morazán,,occurrencePoints_GBIF
-76.077723,4.195037,3081063536,Herpailurus yagouaroundi,2020,2020/08/04 00:00:00+00,CO,Valle del Cauca,Hacienda La Venta,occurrencePoints_GBIF
-76.079605,4.198081,2883191728,Herpailurus yagouaroundi,2020,2020/08/04 09:15:00+00,CO,Valle del Cauca,,occurrencePoints_GBIF
-76.071349,4.187842,3081063825,Herpailurus yagouaroundi,2020,2020/08/07 00:00:00+00,CO,Valle del Cauca,Hacienda La Venta,occurrencePoints_GBIF
-76.077723,4.195037,3081063531,Herpailurus yagouaroundi,2020,2020/08/12 00:00:00+00,CO,Valle del Cauca,Hacienda La Venta,occurrencePoints_GBIF
-76.07676,4.197829,2988561715,Herpailurus yagouaroundi,2020,2020/08/12 15:35:00+00,CO,Valle del Cauca,,occurrencePoints_GBIF
-76.075825,4.198356,2883097569,Herpailurus yagouaroundi,2020,2020/08/12 15:35:00+00,CO,Valle del Cauca,,occurrencePoints_GBIF
-62.712936,-30.957371,3005078805,Herpailurus yagouaroundi,2020,2020/08/21 13:32:00+00,AR,Córdoba,,occurrencePoints_GBIF
-76.071349,4.187842,3081064007,Herpailurus yagouaroundi,2020,2020/08/25 00:00:00+00,CO,Valle del Cauca,Hacienda La Venta,occurrencePoints_GBIF
-76.077723,4.195037,3081063648,Herpailurus yagouaroundi,2020,2020/09/09 00:00:00+00,CO,Valle del Cauca,Hacienda La Venta,occurrencePoints_GBIF
-76.352965,4.020951,3081063994,Herpailurus yagouaroundi,2020,2020/09/10 00:00:00+00,CO,Valle del Cauca,Hacienda El Volcán,occurrencePoints_GBIF
-46.864953,-21.611969,3118506714,Herpailurus yagouaroundi,2020,2020/10/23 14:18:00+00,BR,São Paulo,,occurrencePoints_GBIF
-45.939372,-22.227078,3067878160,Herpailurus yagouaroundi,2020,2020/10/25 07:49:00+00,BR,Minas Gerais,,occurrencePoints_GBIF
-76.704933,1.052519,3395115966,Herpailurus yagouaroundi,2020,2020/10/31 00:00:00+00,CO,Putumayo,"La Florida, Finca Eraclio",occurrencePoints_GBIF
-79.69468,9.119759,3109048841,Herpailurus yagouaroundi,2020,2020/11/08 07:11:00+00,PA,Colón,,occurrencePoints_GBIF
-74.209889,6.804844,3302304817,Herpailurus yagouaroundi,2020,2020/11/10 14:36:00+00,CO,Antioquia,,occurrencePoints_GBIF
-88.549258,14.569257,2992684698,Herpailurus yagouaroundi,2020,2020/11/12 08:42:07+00,HN,Lempira,,occurrencePoints_GBIF
-90.183312,14.469063,3070730050,Herpailurus yagouaroundi,2020,2020/11/12 09:11:00+00,GT,Santa Rosa,,occurrencePoints_GBIF
-76.084488,4.333329,3081063927,Herpailurus yagouaroundi,2020,2020/12/08 00:00:00+00,CO,Valle del Cauca,Hacienda El Medio,occurrencePoints_GBIF
-76.082794,4.336163,3039438411,Herpailurus yagouaroundi,2020,2020/12/08 12:02:00+00,CO,Valle del Cauca,,occurrencePoints_GBIF
-76.080454,4.333466,3081063755,Herpailurus yagouaroundi,2020,2020/12/09 00:00:00+00,CO,Valle del Cauca,Hacienda El Medio,occurrencePoints_GBIF
