X,Y,recordID,species,year,eventDate,countryCode,stateProvince,locality,dataset
-54.45437,-25.67713,699208653,Herpailurus yagouaroundi,2000,2000/02/01 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Sendero Yacarati&aacute;. Entrada<br />&nbsp;</p>",occurrencePoints_GBIF
-54.47478,-25.68947,699208658,Herpailurus yagouaroundi,2000,2000/02/09 00:00:00+00,AR,Misiones,"<p>Cantera. Cerca cruce RN N&deg;101 y ruta acceso Area Cataratas<br />&nbsp;</p>",occurrencePoints_GBIF
-54.46441,-25.68823,699208657,Herpailurus yagouaroundi,2000,2000/05/22 00:00:00+00,AR,Misiones,"<p>Cantera. Acceso a Area Cataratas, entre casilla de control y ex-cantera<br />&nbsp;</p>",occurrencePoints_GBIF
-54.44968,-25.67817,699208625,Herpailurus yagouaroundi,2000,2000/06/01 00:00:00+00,AR,Misiones,"<p>PNI. Area Cataratas. CIES entrada<br />&nbsp;</p><p>&nbsp;</p>",occurrencePoints_GBIF
-54.44631,-25.69752,699208617,Herpailurus yagouaroundi,2000,2000/10/06 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Camino a Puerto Canoas, 500 m despu&eacute;s de toma de agua.<br />&nbsp;</p>",occurrencePoints_GBIF
-54.44986,-25.67921,699208667,Herpailurus yagouaroundi,2000,2000/11/24 00:00:00+00,AR,Misiones,"<p>Ruta asfaltada acceso a Area Cataratas, frente a CIES <br />&nbsp;</p>",occurrencePoints_GBIF
-54.45895,-25.69003,699208669,Herpailurus yagouaroundi,2000,2000/12/01 00:00:00+00,AR,Misiones,"<p>Ruta de Acceso Area Cataratas, cerca de entrada a nuevo control<br />&nbsp;</p>",occurrencePoints_GBIF
-54.44183,-25.70932,699208686,Herpailurus yagouaroundi,2001,2001/02/19 00:00:00+00,AR,Misiones,"<p>Ex-ruta 12<br />&nbsp;</p>",occurrencePoints_GBIF
-54.44741,-25.69337,699208619,Herpailurus yagouaroundi,2001,2001/04/25 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Camino a Puerto Canoas <br />&nbsp;</p>",occurrencePoints_GBIF
-54.44136,-25.71396,699208673,Herpailurus yagouaroundi,2001,2001/05/31 00:00:00+00,AR,Misiones,"<p>Ruta Nacional 12 vieja (camino acceso garganta) 50 metros del port&oacute;n <br />&nbsp;</p>",occurrencePoints_GBIF
-54.43995,-25.71453,699208659,Herpailurus yagouaroundi,2001,2001/07/07 00:00:00+00,AR,Misiones,"<p>Cruzando RN N&ordm; 101. Aproximadamente a 120 metros del acceso a garganta<br /><br />&nbsp;</p>",occurrencePoints_GBIF
-54.45582,-25.68703,699208634,Herpailurus yagouaroundi,2001,2001/08/23 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Control UTE<br />&nbsp;</p>",occurrencePoints_GBIF
-52.67803,4.03546,2475200648,Herpailurus yagouaroundi,2001,2001/09/20 00:00:00+00,GF,,,occurrencePoints_GBIF
-54.44453,-25.68314,699208647,Herpailurus yagouaroundi,2001,2001/12/11 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Paseo inferior. Bar<br />&nbsp;</p>",occurrencePoints_GBIF
-54.45129,-25.67797,699208668,Herpailurus yagouaroundi,2001,2001/12/17 00:00:00+00,AR,Misiones,"<p>Ruta de acceso Area Cataratas, 200 m antes acceso Laboratorio CIES<br />&nbsp;</p>",occurrencePoints_GBIF
-54.44746,-25.69309,699208618,Herpailurus yagouaroundi,2002,2002/03/06 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Camino a Puerto Canoas, en cercan&iacute;as de la toma de agua<br />&nbsp;</p>",occurrencePoints_GBIF
-54.44756,-25.68414,699208621,Herpailurus yagouaroundi,2002,2002/03/16 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Centro Operativo Cataratas <br />&nbsp;</p>",occurrencePoints_GBIF
-54.47802,-25.69073,699208660,Herpailurus yagouaroundi,2002,2002/06/03 00:00:00+00,AR,Misiones,"<p>RN N&ordm; 101. Cruce acceso &Aacute;rea Cataratas y RN N&deg;101<br />&nbsp;</p><p>&nbsp;</p>",occurrencePoints_GBIF
-54.44556,-25.68316,699208648,Herpailurus yagouaroundi,2002,2002/06/16 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Paseo Inferior. Ingreso<br />&nbsp;</p>",occurrencePoints_GBIF
-54.44721,-25.67973,699208646,Herpailurus yagouaroundi,2002,2002/06/26 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Hotel Sheraton. Entre playa estacionamiento y curva<br />&nbsp;</p>",occurrencePoints_GBIF
-54.44771,-25.67885,699208624,Herpailurus yagouaroundi,2002,2002/06/27 00:00:00+00,AR,Misiones,"<p>Area Cataratas. CIES. Curva yendo hacia Hotel Sheraton<br />&nbsp;</p>",occurrencePoints_GBIF
-53.24865,4.67709,3310388945,Herpailurus yagouaroundi,2003,2003/01/01 00:00:00+00,GF,Guyane française,,occurrencePoints_GBIF
-54.44666,-25.68363,699208654,Herpailurus yagouaroundi,2003,2003/04/04 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Viejo Hotel Cataratas. Entre Viejo Hotel Cataratas y la Estaci&oacute;n Central<br />&nbsp;</p>",occurrencePoints_GBIF
-54.46718,-25.68837,699208651,Herpailurus yagouaroundi,2003,2003/04/23 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Ruta de Acceso Area Cataratas. En ruta de acceso al Area Cataratas<br />&nbsp;</p>",occurrencePoints_GBIF
-58.022,-28.01437,233872747,Herpailurus yagouaroundi,2003,2003/05/02 00:00:00+00,AR,Corrientes,<p>Seccional D'Orbigny</p>,occurrencePoints_GBIF
-54.44771,-25.67885,699208644,Herpailurus yagouaroundi,2003,2003/05/03 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Hotel Sheraton. Curva en frente al Sheraton<br />&nbsp;</p>",occurrencePoints_GBIF
-54.45381,-25.67871,699208642,Herpailurus yagouaroundi,2003,2003/05/03 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Estaci&oacute;n Central. Pasando, en galp&oacute;n de la UTE<br />&nbsp;</p>",occurrencePoints_GBIF
-58.00761,-28.00802,233872748,Herpailurus yagouaroundi,2003,2003/06/06 00:00:00+00,AR,Corrientes,<p>Ruta 86 y Potrero 6</p>,occurrencePoints_GBIF
-58.00761,-28.00802,233872749,Herpailurus yagouaroundi,2003,2003/06/07 00:00:00+00,AR,Corrientes,<p>Ruta 86 y Potrero 6</p>,occurrencePoints_GBIF
-54.46718,-25.68837,699208652,Herpailurus yagouaroundi,2003,2003/06/12 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Ruta de Acceso Area Cataratas <br />&nbsp;</p>",occurrencePoints_GBIF
-54.44584,-25.68094,699208645,Herpailurus yagouaroundi,2003,2003/06/12 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Hotel Sheraton. En sector parquizado<br />&nbsp;</p>",occurrencePoints_GBIF
-54.50073,-25.66061,699208679,Herpailurus yagouaroundi,2003,2003/06/29 00:00:00+00,AR,Misiones,"<p>Sendero Yacarati&aacute;. Inicio<br />&nbsp;</p>",occurrencePoints_GBIF
-54.45696,-25.67913,699208610,Herpailurus yagouaroundi,2003,2003/07/18 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Barrio de Guardaparques. Camino que sube a planta potabilizadora<br />&nbsp;</p>",occurrencePoints_GBIF
-54.27101,-25.67337,699208664,Herpailurus yagouaroundi,2003,2003/07/30 00:00:00+00,AR,Misiones,"<p>RN N&ordm; 101. Arroyo Santo Domingo. En las proximidades del arroyo<br />&nbsp;</p>",occurrencePoints_GBIF
-58.06419,-28.02342,233872750,Herpailurus yagouaroundi,2003,2003/08/08 00:00:00+00,AR,Corrientes,<p>Ruta 86 (pastizal)</p><br>,occurrencePoints_GBIF
-54.46267,-25.71214,699208666,Herpailurus yagouaroundi,2003,2003/09/05 00:00:00+00,AR,Misiones,"<p>RN N&ordm; 101. Cruce acceso Area Cataratas y Acceso Aeropuerto Internacional Cataratas. Entre Acceso &Aacute;rea Cataratas y Acceso a Aeropuerto<br />&nbsp;</p>",occurrencePoints_GBIF
-54.45381,-25.67871,699208641,Herpailurus yagouaroundi,2003,2003/09/09 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Estaci&oacute;n Central. Galp&oacute;n de alistamiento UTE<br />&nbsp;</p>",occurrencePoints_GBIF
-58.022,-28.01437,233872751,Herpailurus yagouaroundi,2003,2003/09/17 00:00:00+00,AR,Corrientes,<p>Seccional D'Orbigny</p>,occurrencePoints_GBIF
-54.44919,-25.68368,699208637,Herpailurus yagouaroundi,2003,2003/11/09 00:00:00+00,AR,Misiones,"<p>Area Cataratas. Estaci&oacute;n Cataratas <br />&nbsp;</p>",occurrencePoints_GBIF
-58.00761,-28.00802,233872752,Herpailurus yagouaroundi,2003,2003/12/08 00:00:00+00,AR,Corrientes,<p>Ruta 86 y Potrero 6</p>,occurrencePoints_GBIF
-54.45548,-25.67886,233872715,Herpailurus yagouaroundi,2004,2004/02/24 00:00:00+00,AR,Misiones,<p>Barrio Gpques AC</p>,occurrencePoints_GBIF
-88.2743089356783,19.2800984469558,1894722501,Herpailurus yagouaroundi,2004,2004/03/02 00:00:00+00,MX,Quintana roo,Ejido Petcacab,occurrencePoints_GBIF
-58.02886,-28.01394,233872763,Herpailurus yagouaroundi,2004,2004/05/18 00:00:00+00,AR,Corrientes,<p>Ruta 86 proximo a Santa Teresa</p>,occurrencePoints_GBIF
-58.05008,-28.02582,233872764,Herpailurus yagouaroundi,2004,2004/05/21 00:00:00+00,AR,Corrientes,<p>Potrero 2 grande</p>,occurrencePoints_GBIF
-58.03464,-28.01896,233872765,Herpailurus yagouaroundi,2004,2004/08/02 00:00:00+00,AR,Corrientes,<p>Cortafuegos en Santa Teresa</p>,occurrencePoints_GBIF
-54.45003,-25.68287,233872735,Herpailurus yagouaroundi,2004,2004/08/12 00:00:00+00,AR,Misiones,<p>20 mts al este del cruce de vias sobre el sendero Verde</p>,occurrencePoints_GBIF
-58.10052,-28.04175,233872755,Herpailurus yagouaroundi,2004,2004/10/27 00:00:00+00,AR,Corrientes,<p>Santa Maria</p>,occurrencePoints_GBIF
-54.45548,-25.67886,233872719,Herpailurus yagouaroundi,2005,2005/01/12 00:00:00+00,AR,Misiones,"<p>B&ordm; Gques.</p>",occurrencePoints_GBIF
-54.45898,-25.69013,233872720,Herpailurus yagouaroundi,2005,2005/03/03 00:00:00+00,AR,Misiones,"<p>A.C, ex Acceso al area</p>",occurrencePoints_GBIF
-88.2743089356783,19.2800984469558,1894722484,Herpailurus yagouaroundi,2005,2005/03/20 00:00:00+00,MX,Quintana roo,Ejido Petcacab,occurrencePoints_GBIF
-58.07629,-28.02781,233872759,Herpailurus yagouaroundi,2005,2005/05/23 00:00:00+00,AR,Corrientes,<p>Potrero 16 - Ruta 86</p>,occurrencePoints_GBIF
-54.45178,-25.65692,233872717,Herpailurus yagouaroundi,2005,2005/06/15 00:00:00+00,AR,Misiones,<p>AC - curva con araucarias a 50mts lomo de burro</p>,occurrencePoints_GBIF
-58.07629,-28.02781,233872760,Herpailurus yagouaroundi,2005,2005/06/24 00:00:00+00,AR,Corrientes,<p>Pot.rero 16 - Ruta 86</p>,occurrencePoints_GBIF
-54.45484,-25.68331,233872723,Herpailurus yagouaroundi,2005,2005/07/01 00:00:00+00,AR,Misiones,<p>Portal de Acc. (mastil)</p>,occurrencePoints_GBIF
-54.52472,-25.64705,233872724,Herpailurus yagouaroundi,2005,2005/07/28 00:00:00+00,AR,Misiones,<p>R.N.(repetidora)</p>,occurrencePoints_GBIF
-58.09856,-28.03507,233872761,Herpailurus yagouaroundi,2005,2005/09/30 00:00:00+00,AR,Corrientes,<p>Santa Maria - Ruta 86</p>,occurrencePoints_GBIF
-72.536611,11.145056,3343619810,Herpailurus yagouaroundi,2005,2005/10/01 00:00:00+00,CO,La Guajira,Arroyo La Puente,occurrencePoints_GBIF
-72.547694,11.166444,3343642512,Herpailurus yagouaroundi,2005,2005/10/01 00:00:00+00,CO,La Guajira,Arroyo Bruno,occurrencePoints_GBIF
-54.18284,-25.68079,233872728,Herpailurus yagouaroundi,2005,2005/10/22 00:00:00+00,AR,Misiones,<p>Ruta 101 a 1 km del Ao Yacui chico</p>,occurrencePoints_GBIF
-72.754528,11.032667,3343656964,Herpailurus yagouaroundi,2005,2005/12/01 00:00:00+00,CO,La Guajira,Arroyo Paladines,occurrencePoints_GBIF
-54.16097,-25.68076,382062940,Herpailurus yagouaroundi,2006,2006/01/01 00:00:00+00,AR,Misiones,<p>Ruta 101 - limite Este - saliendo de la propiedad de Ayala</p>,occurrencePoints_GBIF
-54.16816,-25.68071,233872729,Herpailurus yagouaroundi,2006,2006/01/10 00:00:00+00,AR,Misiones,Ruta 101 - Arroyo Yacuí,occurrencePoints_GBIF
-54.16803,-25.68067,233872727,Herpailurus yagouaroundi,2006,2006/01/10 00:00:00+00,AR,Misiones,<p>Ruta 101 Ao Yacui</p>,occurrencePoints_GBIF
-58.09669,-28.03335,233872767,Herpailurus yagouaroundi,2006,2006/02/06 00:00:00+00,AR,Corrientes,<p>Ruta 86. Potrero 1</p>,occurrencePoints_GBIF
-54.16803,-25.68067,233872726,Herpailurus yagouaroundi,2006,2006/02/15 00:00:00+00,AR,Misiones,<p>Ruta 101 y Ao Yacui</p>,occurrencePoints_GBIF
-54.16238,-25.68122,233872731,Herpailurus yagouaroundi,2006,2006/07/05 00:00:00+00,AR,Misiones,<p>Seccional Yacuy</p>,occurrencePoints_GBIF
-60.62953,-32.10121,233872795,Herpailurus yagouaroundi,2006,2006/08/05 00:00:00+00,AR,Entre Ríos,Camino de acceso al Paraje La Jaula . cerca del primer desvio hacia La Azotea,occurrencePoints_GBIF
-58.05109,-28.01766,233872769,Herpailurus yagouaroundi,2006,2006/08/20 00:00:00+00,AR,Corrientes,"<p>Ruta 86, Potrero 2 Grande</p>",occurrencePoints_GBIF
-58.30839,-31.88614,699208710,Herpailurus yagouaroundi,2006,2006/09/08 00:00:00+00,AR,Entre Ríos,<p>P.N. El Palmar.</p>,occurrencePoints_GBIF
-58.18679,-25.12069,699208712,Herpailurus yagouaroundi,2006,2006/09/19 00:00:00+00,AR,Formosa,<p>Camino acceso al Destacamento Estero Poi</p>,occurrencePoints_GBIF
-58.13073,-25.17201,699208711,Herpailurus yagouaroundi,2006,2006/09/20 00:00:00+00,AR,Formosa,<p>Destacamento de Laguna Blanca</p>,occurrencePoints_GBIF
-54.31032,-25.67882,233872733,Herpailurus yagouaroundi,2006,2006/10/09 00:00:00+00,AR,Misiones,<p>Ruta 101 a 1 km del Arroyo Tacuara yendo a Yacuy</p>,occurrencePoints_GBIF
-58.02891,-28.01405,233872771,Herpailurus yagouaroundi,2006,2006/10/14 00:00:00+00,AR,Corrientes,"<p>Ruta 86, entrada a Santa Teresa</p><br>",occurrencePoints_GBIF
-58,-28.03679,233872773,Herpailurus yagouaroundi,2006,2006/11/01 00:00:00+00,AR,Corrientes,"<p>Ruta 86, entre Potrero 3 y 14</p>",occurrencePoints_GBIF
-58.06402,-28.02326,233872772,Herpailurus yagouaroundi,2006,2006/12/31 00:00:00+00,AR,Corrientes,"<p>Ruta 86, Potrero 17</p>",occurrencePoints_GBIF
-58.02882,-28.01391,699208691,Herpailurus yagouaroundi,2007,2007/01/25 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial N&ordm; 86, entrada a Santa Teresa</p>",occurrencePoints_GBIF
-58.00605,-28.00524,699208692,Herpailurus yagouaroundi,2007,2007/02/04 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial N&ordm; 86, potrero 5</p>",occurrencePoints_GBIF
-58.02002,-28.01567,699208693,Herpailurus yagouaroundi,2007,2007/04/23 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial N&ordm; 86, en laguna en Seccional D&acute;Orbygni</p>",occurrencePoints_GBIF
-58.00605,-28.00524,699208694,Herpailurus yagouaroundi,2007,2007/05/06 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial N&ordm; 86, potrero 5</p>",occurrencePoints_GBIF
-58.12874,-28.04421,699208695,Herpailurus yagouaroundi,2007,2007/06/17 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial N&ordm;86, potrero 15</p>",occurrencePoints_GBIF
-58.03787,-28.01428,699208696,Herpailurus yagouaroundi,2007,2007/06/22 00:00:00+00,AR,Corrientes,<p>Centrop de informes</p>,occurrencePoints_GBIF
-58.03748,-28.01421,699208697,Herpailurus yagouaroundi,2007,2007/06/23 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial N&ordm; 86, frente a Sendero Che Roga</p>",occurrencePoints_GBIF
-58.07742,-28.02876,699208698,Herpailurus yagouaroundi,2007,2007/07/03 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial N&ordm; 86, entre potreros 16 y 18</p>",occurrencePoints_GBIF
-58.12874,-28.04421,699208699,Herpailurus yagouaroundi,2007,2007/07/06 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial N&ordm; 86, potrero 15</p>",occurrencePoints_GBIF
-58.07872,-28.05064,699208700,Herpailurus yagouaroundi,2007,2007/07/14 00:00:00+00,AR,Corrientes,"<p>Cortafuego en borde de Estero Santa Luc&iacute;a, potrero 12</p>",occurrencePoints_GBIF
-58.02882,-28.01391,699208701,Herpailurus yagouaroundi,2007,2007/08/15 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial N&ordm; 86, altura entrada a Santa Teresa</p>",occurrencePoints_GBIF
-58.09996,-28.02859,699208702,Herpailurus yagouaroundi,2007,2007/08/25 00:00:00+00,AR,Corrientes,"<p>Santa Mar&iacute;a</p>",occurrencePoints_GBIF
-58.01706,-27.99967,699208703,Herpailurus yagouaroundi,2007,2007/08/30 00:00:00+00,AR,Corrientes,<p>Picada del potrero 6</p>,occurrencePoints_GBIF
-58.00131,-28.01706,699208706,Herpailurus yagouaroundi,2007,2007/09/27 00:00:00+00,AR,Corrientes,"<p>Borde del Estero Santa Luc&iacute;a, potrero 5</p>",occurrencePoints_GBIF
-74.920806,5.505639,724223537,Herpailurus yagouaroundi,2007,2007/11/13 00:00:00+00,CO,Caldas,"Central Hidroeléctrica Miel I, vereda Sasaima, Campiña",occurrencePoints_GBIF
-55.2148,-27.54621,233872842,Herpailurus yagouaroundi,2007,2007/12/08 00:00:00+00,AR,Misiones,"<p>Ruta Nacional 14, a la altura del km 864.</p>",occurrencePoints_GBIF
-58.03995,-28.01469,233872782,Herpailurus yagouaroundi,2008,2008/06/13 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial 86, potrero Tung</p>",occurrencePoints_GBIF
-58.13358,-28.03657,233872783,Herpailurus yagouaroundi,2008,2008/06/21 00:00:00+00,AR,Corrientes,<p>Pastizal del Potrero 15</p>,occurrencePoints_GBIF
-58.02252,-28.01487,233872784,Herpailurus yagouaroundi,2008,2008/08/10 00:00:00+00,AR,Corrientes,"<p>Ruta provincial 86, frente a Seccional D'Orbigny</p>",occurrencePoints_GBIF
-58.10549,-27.95759,233872785,Herpailurus yagouaroundi,2008,2008/09/17 00:00:00+00,AR,Corrientes,<p>Potrero Rincon</p>,occurrencePoints_GBIF
-58.00547,-28.00491,233872786,Herpailurus yagouaroundi,2008,2008/09/21 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial 86, Potrero 5</p>",occurrencePoints_GBIF
-58.089,-28.03437,233872787,Herpailurus yagouaroundi,2008,2008/10/06 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial 86, entre potreros 1 y 16</p>",occurrencePoints_GBIF
-58.064,-28.02333,233872788,Herpailurus yagouaroundi,2008,2008/11/24 00:00:00+00,AR,Corrientes,"<p>Ruta Provincial 86, Potrero 17</p>",occurrencePoints_GBIF
-57.99259,-27.96153,233872789,Herpailurus yagouaroundi,2008,2008/12/01 00:00:00+00,AR,Corrientes,"<p>Ca&ntilde;ada Fragosa, potrero 7 (27 57 40,6 S y 57 59 33,5 O)</p>",occurrencePoints_GBIF
-54.49735,-25.66594,233872736,Herpailurus yagouaroundi,2008,2008/12/16 00:00:00+00,AR,Misiones,"Sendero Yacaratiá, entre Puerto Macuco y el ingreso. , Iguazú, Misiones, Argentina",occurrencePoints_GBIF
-58.06419,-28.02342,233872775,Herpailurus yagouaroundi,2009,2009/01/18 00:00:00+00,AR,Corrientes,<p>Ruta provincial 86</p>,occurrencePoints_GBIF
-58.09454,-28.01785,233872776,Herpailurus yagouaroundi,2009,2009/02/23 00:00:00+00,AR,Corrientes,<p>Camino del potrero 1</p>,occurrencePoints_GBIF
-58.02877,-28.01876,233872779,Herpailurus yagouaroundi,2009,2009/05/07 00:00:00+00,AR,Corrientes,<p>Santa Teresa</p>,occurrencePoints_GBIF
-99.0854233160965,18.5022478373193,1418740154,Herpailurus yagouaroundi,2009,2009/07/03 00:00:00+00,MX,Morelos,Carretera que va de Cuernavaca a Tepoztlán.,occurrencePoints_GBIF
-43.589741,-19.289835,2603454393,Herpailurus yagouaroundi,2009,2009/10/15 16:12:00+00,BR,Minas Gerais,,occurrencePoints_GBIF
-53.26107,3.69234,3310632107,Herpailurus yagouaroundi,2010,2010/01/01 00:00:00+00,GF,Guyane française,,occurrencePoints_GBIF
-52.19369,4.56617,3310503407,Herpailurus yagouaroundi,2010,2010/01/01 00:00:00+00,GF,Guyane française,,occurrencePoints_GBIF
-52.13713,4.58023,3310139725,Herpailurus yagouaroundi,2010,2010/01/01 00:00:00+00,GF,Guyane française,,occurrencePoints_GBIF
-53.30211,4.58764,3310460850,Herpailurus yagouaroundi,2010,2010/01/01 00:00:00+00,GF,Guyane française,,occurrencePoints_GBIF
-52.79927,5.24792,3310182471,Herpailurus yagouaroundi,2010,2010/01/01 00:00:00+00,GF,Guyane française,,occurrencePoints_GBIF
